darija,eng,darija_ar
"sa7bti l3ziza Ihssan, ghadi ikhssni nkhllik","My dear Ihssan, I'm going to have to leave you","ساحبتي لعزيزا إهسّان, غادي إخسّني نخلّيك"
3ndi maw3id m3a 2akhisa2i dyal romatizm m3a 3:00!,I have an appointment at the rheumatologist at 3:00!,عندي ماوعيد معا أخيساإ ديال روماتيزم معا ع:00!
7aDD sa3id o aji o zorni mra khra,Good luck and do come and visit me again soon,حاضّ ساعيد أُ أجي أُ زورني مرا خرا
lmrra jjaya jib m3ak dok tsawar,Next time bring those photographs,لمرّا الجايا جيب معاك دوك تساوار
"oh, o ala gdditi t8ezz m3ak chwiya dyal l3nab","oh, and if you can carry them some grapes","أُه, أُ ألا ڭدّيتي تهزّ معاك شوييا ديال لعناب"
"chi bwaTa dyal choklat b l7lib, o ljara2id dyal nhar l7ad",a box of milk chocolates and the Sunday newspapers,"شي بواطا ديال شوكلات ب لحليب, أُ لجاراإد ديال نهار لحاد"
kant bikhir 7ta chaft ras dyalk,I was fine until you saw your head,كانت بيخير حتا شافت راس ديالك
ma9dartch nt7mmlak ktr mn hadchi,I can't stand you anymore,ماقدارتش نتحمّلاك كتر من هادشي
mab9itich 9adar tgol 7tta layla sa3ida,you're not even able to say good night,مابقيتيش قادار تڭول حتّا لايلا ساعيدا
kanTalb b 7tiram motabadal f zwaj,I demand mutual respect in a marriage,كانطالب ب حتيرام موتابادال ف زواج
m3ak nta dima hir wa7d l ittija8,With you it's always a one-way street,معاك نتا ديما هير واحد ل إتّيجاه
3SSbtini o la7Dt anani ankon 7sn b3ida 3lik,you get on my nerves and I realize I'll be way better away from you,عصّبتيني أُ لاحضت أناني أنكون حسن بعيدا عليك
ch7al hada onta kat7as hakka?,how long have you been feeling like this?,شحال هادا أُنتا كاتحاس هاكّا?
3lach kan7ss blli hadi awal mra li katgoli fiha chi haja wa93a binatna?,Why do I get the impression this is the first time you've mentioned anything going wrong between us?,علاش كانحسّ بلّي هادي أوال مرا لي كاتڭولي فيها شي حاجة واقعا بيناتنا?
ana b7al Louis f aTfal ljanna,I'm like Louis in the children of Heaven,أنا بحال لويس ف أطفال لجانّا
mli kaygol l Chouaib bli rah rah bgha ibddel ljow,when he tells Chouaib he needs a change of air,ملي كايڭول ل شوايب بلي راه راه بغا إبدّل لجوو
39lti 3la dik ll9Ta rra2i3a,You remember that beautiful scene,عقلتي علا ديك اللقطا الراإعا
ma3ndich 7ta fikra 3la likadwi 3lih,I have no idea what you're talking about,ماعنديش حتا فيكرا علا ليكادوي عليه
ma3ndi ta fikra 3layach kaddwi,I have no idea what you're talking about,ماعندي تا فيكرا علاياش كادّوي
walakin ghadi nmchi m3ak fhadi,"But, i'm going to go with you on this one",والاكين غادي نمشي معاك فهادي
ghadi nftarD anaho yalah ta7t 3lia lfikra,I'll assume that it has just slipped my mind,غادي نفتارض أناهو يالاه تاحت عليا لفيكرا
"idan, ah, fi3lan, 39lt 3la lfilm lghabi dyalk","so, yeah, sure, i remember your stupid film","إدان, أه, فيعلان, عقلت علا لفيلم لغابي ديالك"
o hada 8owa ssabab 3lach ma9drtch ntfkkro,and that's why I can't remember it,أُ هادا هووا الساباب علاش ماقدرتش نتفكّرو
aSlan ma3mrhom 3jboni l2aflam lfarancia,i never liked french movies anyway,أصلان ماعمرهوم عجبوني لأفلام لفارانكيا
fihom l2istibTan o momillin bzaf,they're so introspective and boring,فيهوم لإستيبطان أُ موميلّين بزاف
majmo3a dyal nnas li 3ajb8om ras8om,bunch of self-centred people,ماجموعا ديال الناس لي عاجبهوم راسهوم
"lklma s7i7a hia Atmosphera, machi l8awa, walakin b7al b7al","The exact term Atmosphera, not Air, but it's the same","لكلما سحيحا هيا أتموسپهرا, ماشي لهاوا, والاكين بحال بحال"
"nta 9dim, oghabi, omkat9darch tkbar","You're primitive, stupid, unable to grow up","نتا قديم, أُغابي, أُمكاتقدارش تكبار"
"gdd hakka, oba9i kat3ich f3alam tl manga o rosom mota7arika, makat7chmch","At your age, living in a world of Manga and cartoons, pathetic","ڭدّ هاكّا, أُباقي كاتعيش فعالام تل مانڭا أُ روسوم موتاحاريكا, ماكاتحشمش"
man3ich 7da mokhtalif m8woos makayfker ila f al3ab lvidio olmanga,not to live next to a retarded and pimply-faced geek who thinks only of his video games and its Manga,مانعيش حدا موختاليف مهووس ماكايفكر إلا ف ألعاب لڤيديو أُلمانڭا
f 3amrak ot3ich f 3alam lmanga o rosom lmota7arika amr motir lchafa9a,At your age living in a world of Manga and cartoons are pathetic,ف عامراك أُتعيش ف عالام لمانڭا أُ روسوم لموتاحاريكا أمر موتير لشافاقا
awddi chof hi rask kidayr,well look at you,أودّي شوف هي راسك كيداير
achban lik anaka tatkhala 3la l3awd dyalk lfikri otarja3 l 7a9i9a wahd chwiya,how about you get off your intellectual high-horse and get back to reality for a bit,أشبان ليك أناكا تاتخالا علا لعاود ديالك لفيكري أُتارجاع ل حاقيقا واهد شوييا
rah bfadal l2a3mal dyali fmajal lmanga lli imkan lia nkhellS doros dyal alfan lghabya dyalk,it's thanks to my manga business that i can pay for your stupid art classes,راه بفادال لأعمال ديالي فماجال لمانڭا اللي إمكان ليا نخلّص دوروس ديال ألفان لغابيا ديالك
fin katmchi yamat lma3arid dyalk alfania,it's where you go off for days to your art fairs,فين كاتمشي يامات لماعاريد ديالك ألفانيا
nnas lwa7idin likaychriw law7at lkhayba dyalk,the only people who buy your crappy paintings,الناس لواحيدين ليكايشريو لاوحات لخايبا ديالك
rah 7it houma kay7nno fik,that's because they feel pity for you,راه حيت هوما كايحنّو فيك
b7al kima dart mamak mli chrat awal law7a dyalk,just like your mother did when she bought your first portrai,بحال كيما دارت ماماك ملي شرات أوال لاوحا ديالك
ila kan t9dar tsami8a hakka b3da,if that's what you can even call it,إلا كان تقدار تساميها هاكّا بعدا
kan 7sn mn ay 7aja imkan lik dirha,it was better than anything you could ever do,كان حسن من أي حاجا إمكان ليك ديرها
ana m7taja l rajl 7a9i9i li imkan lih i3tani bcharik dyalo,I need a real man who can take care of his partner,أنا محتاجا ل راجل حاقيقي لي إمكان ليه إعتاني بشاريك ديالو
nta aslan m3wa9 mn had na7ia,You're already handicapped by the dimension,نتا أسلان معواق من هاد ناحيا
knt kan3yat 3lik 3la 7sab l3id milad dyali,I was calling you about my birthday,كنت كانعيات عليك علا حساب لعيد ميلاد ديالي
"kima kat3raf, ssbt rah l7fla dyali","You know, Saturday's my party","كيما كاتعراف, السبت راه لحفلا ديالي"
"rah kni glti lia ghat3awnni ftanDim""",you offered to help me with the organization,"راه كني ڭلتي ليا غاتعاونّي فتانضيم"""
"ila kanti 9adar takhad maw3id 9bal sa3tayn, maghadich tkon l9adia khayba","if we could have a date two hours before, it wouldn't be bad","إلا كانتي قادار تاخاد ماوعيد قبال ساعتاين, ماغاديش تكون لقاديا خايبا"
"ya imma fldakhl, ola fjjrda, 3la 7sab lw9t","Either inside, or in the garden, depends on time","يا إمّا فلداخل, أُلا فجّردا, علا حساب لوقت"
imkan i3tamad chwia 3la ljaw,It could depend a bit on the weather,إمكان إعتاماد شويا علا لجاو
wach khasni njib dok nfakhat zwina m3aya?,Shall I bring those lovely balloons with me?,واش خاسني نجيب دوك نفاخات زوينا معايا?
"Ta9s kaytghyyer kola n8ar, s3ib tnbbe2 bih","Weather changes every day, it's hard to predict","طاقس كايتغيّر كولا نهار, سعيب تنبّء بيه"
walakin imkan lia bSa7 nsta3ml chwiya tlmosa3ada f bach nlbbso onSawbo,But I could really use some help wearing it and set it up,والاكين إمكان ليا بصاح نستاعمل شوييا تلموساعادا ف باش نلبّسو أُنصاوبو
wach nta bditi b3da katchrab?,Have you been drinking already?,واش نتا بديتي بعدا كاتشراب?
kayn chwiya dyal lba7ara kayjiw,There are a few sailors coming along,كاين شوييا ديال لباحارا كايجيو
wach njib chwiya dyal nabid l7mar ola lbyad?,Shall I bring some red or white wine?,واش نجيب شوييا ديال نابيد لحمار أُلا لبياد?
"ila kano lba7ara, fa rah ghadi ikon majmo3a kbira dya chrab","If there are sailors, there's gonna be a wide range of the drinks","إلا كانو لباحارا, فا راه غادي إكون ماجموعا كبيرا ديا شراب"
wach kadan ghadi n7tajo ktab?,Do you think we're gonna need a book?,واش كادان غادي نحتاجو كتاب?
lbirra haja daroria bnsba lb77ara,Beer is a must for sailors,لبيرّا حاجة داروريا بنسبا لبحّارا
mabghinach n9al9ohom widiro lina tamarod,We don't want to upset them and cause a mutiny,مابغيناش نقالقوهوم ويديرو لينا تامارود
wach houma f lba7ria tijaria ola homa chi 9araSina?,"Are they in the merchant navy, or are they some pirates?",واش هوما ف لباحريا تيجاريا أُلا هوما شي قاراصينا?
ana kay3ajboni lba7ara 7ta homa,I love sailors too,أنا كايعاجبوني لباحارا حتا هوما
imkan lina nbtazohom bach ighnniw lina,We could blackmail them into singing,إمكان لينا نبتازوهوم باش إغنّيو لينا
"kayn wahd kan3arfo fih bzaf dyal lwachom, zif 3la 3inih, obabagh2 3la katfo","There's one I know with lots of tattoos, a patch on his eye, and a parrot on his shoulder","كاين واهد كانعارفو فيه بزاف ديال لواشوم, زيف علا عينيه, أُباباغء علا كاتفو"
flwa9i3 kay3tini bzaf dyal l2afkar 3la tazyin o3la l2azya2!,"In fact, it gives me a lot of ideas about decorating and costumes!",فلواقيع كايعتيني بزاف ديال لأفكار علا تازيين أُعلا لأزياء!
ana knfadal babagha2 b lwachm,I prefer parrots with tattoos,أنا كنفادال باباغاء ب لواشم
wakha ana ghadi nDrb Tlila 3la decor oghadi n3awad ntasl bik 9bal l7fla,"Well, I'm gonna take a look at the decorations and call you back before the party",واخا أنا غادي نضرب طليلا علا دكور أُغادي نعاواد نتاسل بيك قبال لحفلا
"o ila 3mmr jawk chi afkar, matrdadch tsoni 3lia mra khra","And if you ever get any ideas, don't hesitate to call me back","أُ إلا عمّر جاوك شي أفكار, ماتردادش تسوني عليا مرا خرا"
wach nta bikhir a 7abibi?,"Are you okay, honey?",واش نتا بيخير أ حابيبي?
wach nti cava a 7biba?,"Are you okay, honey?",واش نتي كاڤا أ حبيبا?
nta makatbanch lia rach9a lik,You don't look like you're in a good mood,نتا ماكاتبانش ليا راشقا ليك
maba9ich bghit nrja3 lkhdama mra khra!,I never want to go back to work again!,ماباقيش بغيت نرجاع لخداما مرا خرا!
ga3dakchi li imkn idouz khayb daz khayb,Everything that could go wrong went wrong,ڭاعداكشي لي إمكن إدوز خايب داز خايب
awdi rah 7ta ch3ri lsa9 fl photocopieuse!,I mean I even got my hair stuck in the photocopier!,أودي راه حتا شعري لساق فل پهوتوكوپيوس!
"ja wahd 3t9ni, l7osn l7aDD","Somebody came to rescue me, thankfully","جا واهد عتقني, لحوسن لحاضّ"
7ta anani 9dart nkafa7 l9ahwa 3la ra2is dyali,I even managed to spill coffee over my boss,حتا أناني قدارت نكافاح لقاهوا علا راإس ديالي
li kan9sad hwa rah makanch lkhata2 dyali...,I mean it wasn't really my fault...,لي كانقساد هوا راه ماكانش لخاتاء ديالي...
hada hwa naw3 dyal l2ayyam li katfDDel matfi9ch fih ga3 fsba7,This is the kind of day we would've preferred not to get up in the morning,هادا هوا ناوع ديال لأيّام لي كاتفضّل ماتفيقش فيه ڭاع فسباح
